loan_grade_encoded,person_home_ownership_RENT,loan_percent_income,person_home_ownership_OWN,risk_group_GradeA_NoDefault,loan_intent_VENTURE,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_DEBTCONSOLIDATION,person_income_log,loan_amnt_quartile_Q1,person_emp_length_group_0-1,person_home_ownership_MORTGAGE,person_age,risk_group_GradeB_NoDefault,loan_intent_EDUCATION,person_age_group_35-40,age_income_interaction_20-25_medium,stability_score,age_income_interaction_40+_medium,age_income_interaction_25-30_medium,loan_percent_income_tier_medium,loan_amnt_quartile_Q3,loan_amnt_quartile_Q2,person_emp_length_group_>10,age_income_interaction_30-35_medium,age_income_interaction_25-30_low,cb_person_cred_hist_length_group_5-10,person_age_group_25-30,risk_group_GradeC_Default
1.0,0.0,-0.2699732962307432,0.0,0.0,0.0,0.0,1.0,0.0,-0.0578464207407103,0.0,0.0,1.0,0.8739389432365937,1.0,0.0,0.0,0.0,2.9086702430534195,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.2919652232763582,0.0,1.0,1.0,0.0,0.0,0.0,-0.4495412490519432,0.0,0.0,1.0,-1.0345973116419525,0.0,0.0,0.0,0.0,-0.2839138361767043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0399494713807678,0.0,1.0,0.0,0.0,0.0,0.0,1.7275075051029505,0.0,0.0,1.0,-0.8437436861540979,0.0,1.0,0.0,0.0,-0.3885887240203148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.5773485756009702,0.0,0.0,0.0,0.0,0.0,0.0,0.1421633110604185,0.0,0.0,0.0,-0.8437436861540979,0.0,1.0,0.0,1.0,-0.0222266165676777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.5278786224929627,0.0,1.0,0.0,0.0,0.0,0.0,-0.4147085823673388,1.0,0.0,1.0,1.8282070706758669,0.0,0.0,1.0,0.0,4.007756565411331,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.7937178690367883,0.0,0.0,0.0,0.0,0.0,1.0,1.1054407733561702,0.0,1.0,1.0,-1.0345973116419525,0.0,0.0,0.0,0.0,-0.6502759436293414,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-0.3556173291027251,0.0,0.0,0.0,0.0,0.0,1.0,-0.061424809793339,0.0,1.0,0.0,0.1105244412851752,1.0,0.0,0.0,0.0,-0.754950831472952,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,-0.0947416215312773,1.0,1.0,0.0,0.0,0.0,0.0,-0.9266166195989142,0.0,0.0,0.0,-0.0803291842026793,0.0,1.0,0.0,0.0,0.0301108273541275,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2.0,0.0,0.0787558326354472,0.0,0.0,0.0,0.0,0.0,0.0,0.043097134433009,0.0,0.0,1.0,2.209914321651576,0.0,0.0,1.0,0.0,3.6413944579586937,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,-0.7104078243258639,0.0,0.0,0.0,0.0,0.0,0.0,-1.3723743633914285,1.0,0.0,0.0,2.496194759883358,1.0,0.0,0.0,0.0,1.443221813242871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,-0.7486935641597038,0.0,1.0,0.0,0.0,1.0,0.0,-0.9608213937312464,1.0,0.0,0.0,-0.271182809690534,0.0,0.0,0.0,0.0,-0.0222266165676777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,1.0129728935332,0.0,1.0,0.0,0.0,1.0,0.0,0.4666995152127853,0.0,0.0,1.0,2.209914321651576,0.0,0.0,1.0,0.0,3.275032350506057,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.7887314381981789,0.0,1.0,0.0,0.0,1.0,0.0,0.4666995152127853,0.0,0.0,1.0,0.4922316922608845,0.0,0.0,0.0,0.0,1.809583920695508,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.026318851546025,0.0,1.0,0.0,0.0,0.0,0.0,-1.141749685851874,0.0,1.0,0.0,-0.8437436861540979,0.0,1.0,0.0,0.0,-0.6764446655902441,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.4217175928454905,0.0,1.0,0.0,0.0,0.0,0.0,1.7859230946814435,0.0,0.0,1.0,0.1105244412851752,0.0,1.0,0.0,0.0,2.0712711403045345,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,2.084398399169546,0.0,0.0,0.0,1.0,0.0,0.0,0.9225705857701544,0.0,0.0,0.0,1.255646194212303,0.0,0.0,0.0,0.0,-0.1269015044112883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.3299393963377943,0.0,0.0,0.0,0.0,0.0,0.0,-1.9889324140547031,0.0,1.0,0.0,-1.225450937129807,1.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.8878745854850625,0.0,0.0,0.0,0.0,1.0,0.0,-0.3720477319518512,0.0,0.0,0.0,-0.271182809690534,0.0,0.0,0.0,0.0,0.0301108273541275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.414771087568276,1.0,1.0,0.0,0.0,1.0,0.0,0.0566084856754895,0.0,0.0,0.0,1.255646194212303,0.0,0.0,0.0,0.0,1.129197149712039,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,2.2165805883935312,0.0,1.0,0.0,0.0,0.0,1.0,-1.341755961920049,0.0,0.0,0.0,-0.271182809690534,0.0,0.0,0.0,0.0,-0.0483953385285804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3.0,1.0,1.577133889308883,0.0,0.0,0.0,0.0,0.0,0.0,0.142292007609067,0.0,1.0,0.0,-0.4620364351783886,0.0,0.0,0.0,0.0,-0.7026133875511467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.0,0.6895339657360466,0.0,0.0,0.0,0.0,1.0,0.0,-0.5491341808372163,0.0,1.0,0.0,-0.0803291842026793,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,1.2131622637255752,0.0,0.0,0.0,0.0,0.0,1.0,0.7201881971438967,0.0,0.0,1.0,-0.0803291842026793,1.0,0.0,0.0,0.0,0.2917980469631541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,0.0,0.3567966245693023,0.0,0.0,0.0,1.0,0.0,0.0,1.4899033336696788,0.0,0.0,1.0,-0.271182809690534,0.0,0.0,0.0,0.0,-0.0222266165676777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,-0.6552718580699285,0.0,1.0,0.0,0.0,0.0,1.0,0.1740689143279551,0.0,0.0,1.0,0.8739389432365937,0.0,0.0,0.0,0.0,2.6600673844248446,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,-1.2968144011425706,0.0,0.0,0.0,1.0,0.0,0.0,0.7154363877662939,1.0,0.0,0.0,-0.6528900606662432,1.0,0.0,0.0,0.0,-0.3362512800985096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.2316795286977165,0.0,0.0,0.0,0.0,1.0,0.0,-3.041281877305284,1.0,0.0,1.0,0.1105244412851752,0.0,0.0,0.0,0.0,1.443221813242871,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.2476855160342135,0.0,0.0,0.0,0.0,0.0,0.0,0.766970743935266,1.0,0.0,1.0,0.1105244412851752,1.0,1.0,0.0,0.0,0.8151724861812072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,-0.8670277252067526,0.0,1.0,0.0,0.0,0.0,0.0,0.5976717470866925,0.0,0.0,1.0,-0.4620364351783886,0.0,1.0,0.0,0.0,-0.4932636118639255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.6793239432125737,0.0,1.0,0.0,0.0,0.0,0.0,-0.5030187585554668,0.0,0.0,0.0,-0.6528900606662432,0.0,1.0,0.0,0.0,-0.3362512800985096,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.262512947653467,0.0,0.0,0.0,0.0,0.0,0.0,1.4899033336696788,1.0,0.0,1.0,1.255646194212303,1.0,1.0,0.0,0.0,-0.4409261679421202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,-0.5023999753775698,0.0,1.0,0.0,0.0,0.0,0.0,0.0088919494176913,0.0,1.0,1.0,-0.4620364351783886,0.0,1.0,0.0,0.0,-0.6764446655902441,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,3.23227655663362,0.0,1.0,0.0,1.0,0.0,0.0,-2.3952934950515794,0.0,0.0,0.0,-1.225450937129807,0.0,0.0,0.0,0.0,-0.4409261679421202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,-1.0996005807937157,0.0,0.0,0.0,0.0,1.0,0.0,-1.6557317078487597,1.0,0.0,0.0,0.8739389432365937,0.0,0.0,0.0,0.0,-0.3885887240203148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,-0.08036905136362,1.0,0.0,1.0,0.0,0.0,0.0,1.641852840904616,0.0,0.0,0.0,-0.0803291842026793,1.0,0.0,0.0,0.0,2.0712711403045345,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,-1.1535209572153968,0.0,1.0,0.0,0.0,0.0,0.0,1.7859230946814435,0.0,0.0,1.0,1.6373534451880123,0.0,1.0,1.0,0.0,1.207703315594747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-1.2780832320017634,0.0,0.0,0.0,0.0,1.0,0.0,-0.3720477319518512,1.0,0.0,0.0,-0.271182809690534,1.0,0.0,0.0,0.0,-0.4409261679421202,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,-1.4773828716599502,0.0,1.0,0.0,0.0,1.0,0.0,1.1437926118366202,1.0,0.0,0.0,-1.0345973116419525,0.0,0.0,0.0,0.0,-0.5979384997075361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.2070823519895346,0.0,0.0,0.0,0.0,0.0,0.0,-1.0672966702621514,0.0,1.0,0.0,-1.225450937129807,0.0,1.0,0.0,0.0,-0.6502759436293414,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.8059394423086064,1.0,0.0,1.0,0.0,0.0,0.0,-0.6436996783876621,0.0,1.0,0.0,1.0647925687244484,1.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,-0.5918588640326014,0.0,0.0,0.0,0.0,1.0,0.0,-0.1157787502268219,0.0,1.0,0.0,0.3013780667730298,1.0,0.0,0.0,0.0,-0.754950831472952,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.2789452028278235,0.0,0.0,0.0,1.0,0.0,0.0,-1.487850916266887,1.0,0.0,0.0,0.4922316922608845,1.0,0.0,0.0,0.0,-0.3885887240203148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,-0.6552718580699285,0.0,1.0,1.0,0.0,0.0,0.0,1.1437926118366202,0.0,0.0,0.0,0.3013780667730298,0.0,0.0,0.0,0.0,0.1871231591195434,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,-1.1223803885188046,0.0,1.0,0.0,1.0,0.0,0.0,1.521281815429194,0.0,0.0,1.0,0.6830853177487392,0.0,0.0,0.0,0.0,-0.0483953385285804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,2.482726243230334,0.0,0.0,0.0,0.0,0.0,1.0,0.0109272548749793,0.0,0.0,0.0,2.209914321651576,1.0,0.0,1.0,0.0,4.936746195023376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,-0.3961226048756897,0.0,0.0,0.0,1.0,0.0,0.0,0.5463620031436398,0.0,0.0,1.0,-0.6528900606662432,0.0,0.0,0.0,0.0,-0.3362512800985096,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,-0.5174365540030474,0.0,0.0,0.0,1.0,0.0,0.0,1.7859230946814435,0.0,1.0,1.0,0.6830853177487392,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,-1.0860497250394483,0.0,0.0,1.0,0.0,0.0,0.0,1.7859230946814435,0.0,0.0,1.0,-0.271182809690534,0.0,0.0,0.0,0.0,0.1871231591195434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.0,0.3921836344517931,0.0,0.0,1.0,0.0,0.0,0.0,0.3550000826304205,0.0,0.0,0.0,-0.0803291842026793,0.0,0.0,0.0,0.0,-0.3362512800985096,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,1.026318851546025,0.0,0.0,0.0,0.0,1.0,0.0,0.5926027313401752,0.0,1.0,1.0,-0.0803291842026793,1.0,0.0,0.0,0.0,-0.5717697777466334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,-0.5115461563933522,0.0,1.0,0.0,1.0,0.0,0.0,1.641852840904616,0.0,0.0,1.0,-0.0803291842026793,0.0,0.0,0.0,0.0,0.1609544371586408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,0.0,0.1855234967380482,0.0,0.0,0.0,1.0,0.0,0.0,1.7859230946814435,0.0,1.0,1.0,-0.0803291842026793,0.0,0.0,0.0,0.0,-0.5979384997075361,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2.0,1.0,-0.8109747015528875,0.0,0.0,0.0,0.0,0.0,0.0,-1.5653430272558413,1.0,1.0,0.0,1.0647925687244484,0.0,1.0,0.0,0.0,-0.754950831472952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,0.3723669089175985,0.0,0.0,0.0,0.0,0.0,0.0,-0.5694333218352646,0.0,0.0,0.0,0.4922316922608845,0.0,1.0,0.0,0.0,1.443221813242871,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,-0.3155565631980193,0.0,1.0,1.0,0.0,0.0,0.0,1.3247249306374431,0.0,1.0,1.0,0.3013780667730298,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.6443393687553065,0.0,1.0,0.0,0.0,0.0,1.0,-1.8369892951959048,0.0,1.0,0.0,-1.0345973116419525,0.0,0.0,0.0,0.0,-0.6502759436293414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-0.6552718580699285,0.0,0.0,0.0,0.0,1.0,0.0,-1.141749685851874,1.0,0.0,0.0,-0.6528900606662432,1.0,0.0,0.0,0.0,0.0824482712759328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0586837707303216,0.0,0.0,0.0,0.0,0.0,0.0,0.9011200845061204,1.0,0.0,1.0,-1.0345973116419525,1.0,1.0,0.0,0.0,-0.1269015044112883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,-0.4684284458903782,0.0,1.0,0.0,0.0,0.0,1.0,0.8128088810970202,0.0,0.0,0.0,-0.8437436861540979,0.0,0.0,0.0,0.0,-0.3885887240203148,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,-0.1678542610797977,0.0,0.0,0.0,1.0,0.0,0.0,1.755221234629665,0.0,1.0,0.0,1.255646194212303,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,-0.7041198089665436,0.0,0.0,0.0,0.0,0.0,0.0,1.7859230946814435,0.0,0.0,1.0,-0.4620364351783886,0.0,1.0,0.0,0.0,-0.0483953385285804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.0,-1.4026455067881305,0.0,0.0,0.0,0.0,0.0,0.0,0.1097122958497404,1.0,0.0,0.0,-0.8437436861540979,0.0,1.0,0.0,1.0,-0.3362512800985096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,-0.4396833055550634,0.0,0.0,0.0,0.0,0.0,0.0,-0.6436996783876621,1.0,1.0,0.0,-0.8437436861540979,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.8251295055058836,0.0,1.0,0.0,0.0,1.0,0.0,-0.4147085823673388,1.0,0.0,1.0,-0.6528900606662432,0.0,0.0,0.0,0.0,-0.5456010557857308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-1.1090344305059796,0.0,0.0,0.0,0.0,0.0,0.0,-0.84912360468723,1.0,0.0,0.0,-0.8437436861540979,1.0,1.0,0.0,0.0,-0.4409261679421202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.3169641593808812,0.0,1.0,0.0,0.0,1.0,0.0,-0.7956463462779626,0.0,0.0,0.0,-0.271182809690534,0.0,0.0,0.0,0.0,-0.4409261679421202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,-1.309223800698355,0.0,0.0,0.0,0.0,1.0,0.0,-0.2212688165257542,1.0,0.0,0.0,-0.6528900606662432,0.0,0.0,0.0,1.0,-0.6502759436293414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.912730615794276,0.0,0.0,0.0,0.0,1.0,0.0,-1.7883358737451929,0.0,1.0,0.0,1.4464998197001575,1.0,0.0,1.0,0.0,-0.754950831472952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,-0.9666775450358466,0.0,0.0,0.0,1.0,0.0,0.0,0.5201775269118895,1.0,0.0,0.0,-0.271182809690534,1.0,0.0,0.0,0.0,-0.4409261679421202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,-0.3917747383295371,0.0,0.0,0.0,0.0,1.0,0.0,-0.6436996783876621,1.0,0.0,0.0,1.4464998197001575,1.0,0.0,1.0,0.0,0.5011478226503753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,1.0,-0.0947416215312773,0.0,0.0,0.0,1.0,0.0,0.0,0.7201881971438967,0.0,0.0,0.0,-0.0803291842026793,0.0,0.0,0.0,0.0,0.5011478226503753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.1232423593448643,0.0,0.0,0.0,0.0,0.0,0.0,-1.141749685851874,0.0,1.0,0.0,-1.0345973116419525,1.0,0.0,0.0,0.0,-0.6502759436293414,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.1090875553918683,0.0,0.0,1.0,0.0,0.0,0.0,0.0088919494176913,0.0,0.0,0.0,2.209914321651576,1.0,0.0,1.0,0.0,0.2656293250022514,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,-0.935536976339254,0.0,0.0,1.0,0.0,0.0,0.0,1.7859230946814435,0.0,0.0,1.0,0.1105244412851752,0.0,0.0,0.0,0.0,1.7572464767737028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.1197405576358,0.0,0.0,1.0,0.0,0.0,0.0,0.0088919494176913,0.0,0.0,0.0,-1.0345973116419525,0.0,0.0,0.0,1.0,-0.2839138361767043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
